C1.19,030,021,099,1082,0,1595169540
C1.19,079,053,019,0823,1,1595134169
C1.19,060,097,051,0694,0,1595180975
C1.19,102,121,049,0734,1,1595197177
C1.19,033,087,067,0062,0,1595123025
C1.19,129,050,086,0878,1,1595243038
C1.19,023,059,054,0807,0,1595044629
C1.19,124,119,113,1078,0,1595116950
C1.19,133,133,064,0785,0,1595261151
C1.19,043,136,056,0259,1,1595131345
C1.19,149,089,074,0732,0,1595224014
C1.19,066,144,086,1001,1,1595205881
C1.19,114,113,055,0526,1,1595284127
C1.19,068,080,053,0059,1,1595102852
C1.19,069,115,069,0198,1,1595132560
C1.19,043,110,142,0614,1,1595141218
C1.19,140,081,036,0584,0,1595177946
C1.19,128,008,069,0733,1,1595034438
C1.19,041,024,048,0687,0,1595109348
C1.19,028,089,013,0110,0,1595098539
C1.19,053,051,083,0033,1,1595045371
C1.19,065,083,037,0935,0,1595130531
C1.19,112,118,143,0519,0,1595193623
C1.19,147,037,014,1449,1,1595219653
C1.19,038,019,054,0070,0,1595057377
C1.19,137,027,111,0583,1,1595217518
C1.19,067,042,139,0992,0,1595212580
C1.19,088,093,061,0345,0,1595049388
C1.19,107,013,143,0060,1,1595064190
C1.19,080,098,023,0537,0,1595258022
C1.19,070,102,008,0785,1,1595055322
C1.19,106,114,043,1188,1,1595200648
C1.19,022,107,029,0552,1,1595196861
C1.19,028,089,029,0604,0,1595116799
C1.19,058,084,006,0274,0,1595229637
C1.19,032,089,108,0596,0,1595197263
C1.19,106,148,026,0922,1,1595207534
C1.19,089,044,092,0621,1,1595285790
C1.19,084,080,060,1367,1,1595063338
C1.19,086,061,119,0470,1,1595062761
C1.19,027,144,116,0108,0,1595068386
C1.19,040,129,084,0446,1,1595274506
C1.19,133,125,052,1203,1,1595176665
C1.19,056,072,018,1413,0,1595260620
C1.19,113,054,041,1478,0,1595064725
C1.19,086,123,039,1252,0,1595258733
C1.19,076,070,149,0509,0,1595226915
C1.19,036,114,088,0756,0,1595265018
C1.19,047,110,087,0356,1,1595200175
C1.19,141,100,084,0499,0,1595138981
C1.19,150,105,116,0801,1,1595123898
C1.19,081,109,081,1449,1,1595174158
C1.19,080,143,036,0654,0,1595158915
C1.19,072,040,065,0250,0,1595280558
C1.19,038,036,061,0833,1,1595161686
C1.19,065,004,141,0908,0,1595260535
C1.19,052,040,090,0486,0,1595204663
C1.19,055,135,124,1281,0,1595111889
C1.19,022,121,037,0567,0,1595121801
C1.19,073,019,019,0198,0,1595245657
C1.19,027,056,147,0176,1,1595232167
C1.19,074,116,000,1082,1,1595140935
C1.19,100,111,020,1271,1,1595256391
C1.19,041,045,031,0150,0,1595147504
C1.19,108,096,052,0554,0,1595104672
C1.19,056,054,102,0529,1,1595191295
C1.19,051,145,082,1252,1,1595184197
C1.19,125,107,122,0830,1,1595040058
C1.19,120,024,115,1369,1,1595255108
C1.19,051,104,005,1146,1,1595033526
C1.19,032,090,120,1435,1,1595171291
C1.19,133,035,032,0754,1,1595227742
C1.19,090,055,030,0021,1,1595273699
C1.19,005,097,133,0978,1,1595128988
C1.19,022,072,141,0749,1,1595111481
C1.19,056,116,070,1164,0,1595235173
C1.19,022,052,056,1012,1,1595241548
C1.19,107,060,080,1421,1,1595208562
C1.19,133,109,104,0843,0,1595219879
C1.19,150,108,123,0596,1,1595115591
C1.19,107,062,100,1280,1,1595197953
C1.19,110,138,077,1397,0,1595210396
C1.19,143,126,126,0118,0,1595151536
C1.19,092,114,108,0481,0,1595171382
C1.19,137,116,133,1330,1,1595067267
C1.19,127,052,084,0266,0,1595224358
C1.19,122,001,056,0653,0,1595147828
C1.19,131,079,142,1416,1,1595236305
C1.19,139,138,044,1166,0,1595072146
C1.19,002,066,001,1056,1,1595154502
C1.19,120,046,088,0197,0,1595174714
C1.19,132,067,037,0153,1,1595122120
C1.19,136,009,139,0840,1,1595137991
C1.19,046,033,026,1480,1,1595099389
C1.19,146,040,109,1438,0,1595181928
C1.19,041,016,083,0470,0,1595124230
C1.19,120,112,128,1274,1,1595264793
C1.19,134,143,002,0039,1,1595074425
C1.19,125,063,104,0016,1,1595165176
C1.19,008,136,033,1465,1,1595138627
C1.19,037,145,012,0669,1,1595133742
C1.19,081,074,014,0779,1,1595065919
C1.19,146,069,148,0379,1,1595220854
C1.19,069,142,055,0824,0,1595161844
C1.19,092,044,041,1366,0,1595154915
C1.19,137,004,138,1206,1,1595037622
C1.19,036,145,124,1198,1,1595252744
C1.19,143,086,094,0232,0,1595102084
C1.19,061,045,059,0632,1,1595031737
C1.19,031,020,069,0438,1,1595134659
C1.19,020,009,003,0567,0,1595049188
C1.19,040,081,035,1113,0,1595202503
C1.19,073,142,053,0853,1,1595090431
C1.19,047,140,043,1057,0,1595068936
C1.19,001,128,142,0867,1,1595099743
C1.19,021,013,030,1115,1,1595176145
C1.19,114,111,139,0203,1,1595042437
C1.19,143,103,104,0810,0,1595073588
C1.19,073,080,021,0761,0,1595268563
C1.19,011,091,013,0003,0,1595055917
C1.19,098,140,056,0283,0,1595244709
C1.19,138,049,129,0467,0,1595098917
C1.19,032,077,060,0912,0,1595055602
C1.19,099,050,146,1015,1,1595043294
C1.19,039,118,019,0847,0,1595168120
C1.19,129,136,051,0173,0,1595265979
C1.19,080,020,047,0628,1,1595134275
C1.19,145,050,144,1185,0,1595248408
C1.19,066,046,003,0153,0,1595216397
C1.19,077,115,099,0812,1,1595189426
C1.19,085,143,012,1284,1,1595186515
C1.19,065,108,107,0638,1,1595159071
C1.19,116,003,058,1159,1,1595113106
C1.19,142,135,002,0491,0,1595108380
C1.19,039,129,009,0313,0,1595145877
C1.19,037,085,045,1041,1,1595282170
C1.19,150,106,045,1298,1,1595266058
C1.19,060,081,070,0583,0,1595179463
C1.19,016,111,140,0488,1,1595145250
C1.19,063,081,022,0642,1,1595103545
C1.19,119,078,121,0102,1,1595273665
C1.19,149,082,079,0163,1,1595055736
C1.19,022,095,001,0319,1,1595058881
C1.19,078,133,072,0417,1,1595055869
C1.19,090,124,146,0502,0,1595212130
C1.19,107,150,034,1416,0,1595229829
C1.19,117,009,101,0656,0,1595135299
C1.19,059,025,134,0508,1,1595151453
C1.19,065,074,057,1207,0,1595116919
C1.19,048,111,005,1416,0,1595070812
C1.19,100,031,068,0949,1,1595124052
C1.19,032,012,060,1232,0,1595100888
C1.19,088,004,127,1375,1,1595187962
C1.19,138,146,115,0932,0,1595049669
C1.19,098,053,073,0232,0,1595222405
C1.19,033,029,104,0242,1,1595083285
C1.19,096,125,076,0802,1,1595153420
C1.19,086,042,146,0668,1,1595278423
C1.19,062,023,150,1428,1,1595211006
C1.19,150,027,040,1386,0,1595075135
C1.19,067,131,033,0200,1,1595141754
C1.19,067,122,009,0319,0,1595203855
C1.19,025,062,131,0358,1,1595202117
C1.19,026,096,080,0981,1,1595133270
C1.19,115,044,107,0490,1,1595162103
C1.19,074,005,082,0771,1,1595039646
C1.19,040,145,041,1093,0,1595155523
C1.19,056,087,144,0148,1,1595114356
C1.19,045,121,025,0347,0,1595174411
C1.19,091,125,096,1259,1,1595195975
C1.19,079,135,031,0001,0,1595054066
C1.19,078,098,049,1374,1,1595110345
C1.19,030,144,042,1035,1,1595203673
C1.19,088,006,050,0642,1,1595069791
C1.19,009,065,083,1454,1,1595087231
C1.19,131,036,082,0572,0,1595252402
C1.19,083,040,019,1308,1,1595082483
C1.19,075,021,136,1191,0,1595175563
C1.19,027,120,091,0313,1,1595286999
C1.19,031,050,038,0164,1,1595261136
C1.19,106,117,040,0357,0,1595142881
C1.19,054,130,112,0345,0,1595160968
C1.19,149,026,115,1047,0,1595190016
C1.19,121,016,106,0223,0,1595041993
C1.19,137,092,124,0104,1,1595267517
C1.19,058,051,130,0646,1,1595107714
C1.19,015,054,137,1410,1,1595248960
C1.19,045,040,136,1445,1,1595213534
C1.19,067,091,003,0983,0,1595238954
C1.19,070,148,099,0080,1,1595129497
C1.19,056,140,115,0472,0,1595187552
C1.19,029,000,013,0703,0,1595083888
C1.19,018,127,078,0716,0,1595220922
C1.19,042,131,023,0854,0,1595140148
C1.19,130,062,135,0713,0,1595062755
C1.19,003,072,137,1433,0,1595252304
C1.19,118,078,119,0487,0,1595128674
C1.19,053,148,095,0183,0,1595192404
C1.19,060,128,083,0958,0,1595245601
C1.19,048,116,146,0474,1,1595170176
C1.19,043,091,120,0545,0,1595104720
C1.19,126,114,117,1357,0,1595125419
C1.19,098,144,094,0625,0,1595285445
C1.19,061,006,008,0962,0,1595111674
C1.19,011,020,122,0195,1,1595190587
C1.19,131,135,006,1382,1,1595225040
C1.19,031,059,039,0898,0,1595112245
C1.19,030,026,014,0046,1,1595232122
C1.19,085,059,002,1402,1,1595040494
C1.19,020,024,109,0772,0,1595274567
C1.19,146,116,114,0602,0,1595143449
C1.19,007,127,046,0259,1,1595103503
C1.19,086,028,113,0218,0,1595265121
C1.19,118,047,047,1071,0,1595148825
C1.19,091,030,111,0191,1,1595275521
C1.19,117,123,052,0799,0,1595211336
C1.19,083,053,078,0745,1,1595152724
C1.19,009,132,142,1220,1,1595124499
C1.19,149,070,106,0215,0,1595183207
C1.19,062,064,057,1130,1,1595056344
C1.19,105,149,097,1332,0,1595224484
C1.19,017,123,133,1101,0,1595160644
C1.19,093,016,018,0007,1,1595240209
C1.19,122,137,083,0566,1,1595201356
C1.19,143,001,094,1249,0,1595095016
C1.19,140,042,009,0582,1,1595034907
C1.19,003,114,114,0850,1,1595039985
C1.19,056,051,098,0212,0,1595060243
C1.19,071,060,034,0759,1,1595046943
C1.19,054,062,086,0360,0,1595276647
C1.19,140,038,118,0320,1,1595031862
C1.19,124,037,066,0233,0,1595207410
C1.19,116,008,149,1474,1,1595088104
C1.19,134,046,067,1245,1,1595183766
C1.19,138,109,017,1225,1,1595218483
C1.19,045,128,009,0621,0,1595154392
C1.19,037,027,007,0507,0,1595137202
C1.19,048,078,135,1434,0,1595090146
C1.19,000,018,113,0611,0,1595139811
C1.19,038,046,073,1405,0,1595240863
C1.19,035,018,077,0247,0,1595036919
C1.19,111,077,007,0355,1,1595041645
C1.19,015,023,024,0138,0,1595039410
C1.19,141,098,012,1349,0,1595129145
C1.19,148,074,148,0496,0,1595213056
C1.19,107,043,019,0304,1,1595259318
C1.19,126,038,062,0049,0,1595284154
C1.19,024,044,016,0723,0,1595146438
C1.19,132,148,073,0056,0,1595228596
C1.19,063,102,062,1443,1,1595105399
C1.19,132,147,089,0857,1,1595206224
C1.19,092,097,032,0725,1,1595094272
C1.19,086,143,038,1069,0,1595134130
C1.19,149,090,035,1218,0,1595239748
C1.19,120,039,113,0422,1,1595050452
C1.19,146,074,031,0920,0,1595041743
C1.19,098,093,139,0889,0,1595136045
C1.19,074,089,103,1057,1,1595211447
C1.19,031,012,113,0236,1,1595151969
C1.19,019,121,086,0302,0,1595119049
C1.19,118,145,072,1001,0,1595279453
C1.19,114,076,016,0025,1,1595271798
C1.19,092,121,052,0966,1,1595077909
C1.19,047,018,113,1197,0,1595287882
C1.19,121,021,129,1167,1,1595160061
C1.19,095,035,080,0396,0,1595044911
C1.19,062,058,121,0690,1,1595076686
C1.19,048,027,110,1260,1,1595098557
C1.19,001,089,090,1032,1,1595154288
C1.19,079,083,023,0073,1,1595184151
C1.19,125,039,142,1295,0,1595110111
C1.19,033,045,074,0276,1,1595084065
C1.19,148,101,047,0360,1,1595151441
C1.19,063,125,090,1250,0,1595082948
C1.19,139,100,102,0136,1,1595142982
C1.19,147,128,145,0495,1,1595271989
C1.19,052,126,066,0791,1,1595248937
C1.19,038,038,056,0429,0,1595065713
C1.19,008,060,054,0842,1,1595235026
C1.19,129,101,150,0184,0,1595124752
C1.19,129,102,068,1423,1,1595245618
C1.19,141,079,107,0229,1,1595113564
C1.19,079,062,134,0235,1,1595190525
C1.19,072,075,054,0113,1,1595033214
C1.19,101,000,055,1315,1,1595171446
C1.19,069,003,081,1481,0,1595202070
C1.19,029,078,028,0509,0,1595153255
C1.19,050,084,122,1355,0,1595267158
C1.19,042,115,142,1490,1,1595258609
C1.19,104,096,077,0133,1,1595246375
C1.19,108,062,002,0332,1,1595050679
C1.19,014,003,037,0155,0,1595212180
C1.19,124,053,111,0484,1,1595195264
C1.19,063,057,021,0616,1,1595167270
C1.19,065,011,088,1186,1,1595070745
C1.19,092,070,000,1362,0,1595114213
C1.19,071,084,145,0250,1,1595077826
C1.19,119,090,061,1219,0,1595084735
C1.19,094,089,061,0076,0,1595156089
C1.19,094,012,087,0611,1,1595209346
C1.19,040,008,039,0823,0,1595256273
C1.19,028,047,050,0413,1,1595188216
C1.19,064,021,017,1048,1,1595253798
C1.19,035,042,095,1341,1,1595171386
C1.19,040,108,073,1151,0,1595247037
C1.19,006,093,141,0724,0,1595132465
C1.19,085,106,137,1050,1,1595283918
C1.19,006,002,104,0947,0,1595122945
C1.19,061,141,124,0591,0,1595269424
C1.19,053,142,000,1125,1,1595084933
C1.19,089,110,056,1100,1,1595248502
C1.19,069,029,035,0028,0,1595231310
C1.19,058,100,087,0505,1,1595190297
C1.19,066,014,071,0658,0,1595249858
C1.19,090,107,049,0565,1,1595059828
C1.19,130,017,034,1219,0,1595258952
C1.19,065,084,058,1361,0,1595184772
C1.19,013,121,036,0624,0,1595220604
C1.19,118,036,122,0902,0,1595038022
C1.19,002,092,015,1217,1,1595224103
C1.19,134,019,064,0624,0,1595142970
C1.19,021,135,001,1315,1,1595200911
C1.19,109,114,078,1295,0,1595139253
C1.19,056,038,047,0953,0,1595133341
C1.19,109,094,108,0782,1,1595240767
C1.19,066,093,085,0244,1,1595253291
C1.19,036,053,104,1075,1,1595179103
C1.19,096,013,062,0176,1,1595187643
C1.19,022,077,143,1442,1,1595150863
C1.19,069,067,019,0519,1,1595236578
C1.19,002,039,053,0139,1,1595220436
C1.19,056,126,136,1486,0,1595048184
C1.19,003,036,138,1011,0,1595184847
C1.19,134,132,122,0593,1,1595257806
C1.19,006,116,037,1416,1,1595244680
C1.19,143,091,014,0520,0,1595224898
C1.19,007,044,056,0503,1,1595244880
C1.19,111,049,079,0297,0,1595155068
C1.19,048,131,031,1425,1,1595200462
C1.19,108,056,030,0135,1,1595140314
C1.19,087,067,084,1271,0,1595255179
C1.19,041,045,041,0352,0,1595285578
C1.19,095,142,035,0756,1,1595172504
C1.19,124,130,005,0025,0,1595047125
C1.19,012,060,120,0244,0,1595285086
C1.19,094,088,137,1296,0,1595098455
C1.19,033,030,098,0120,0,1595096128
C1.19,009,014,081,1001,1,1595182635
C1.19,042,069,124,0317,0,1595190162
C1.19,101,150,149,1216,1,1595214705
C1.19,060,098,097,0618,1,1595282993
C1.19,104,023,043,1040,1,1595099590
C1.19,081,065,000,0418,1,1595149814
C1.19,021,065,042,0952,1,1595076557
C1.19,110,089,058,1081,1,1595082511
C1.19,116,003,016,0392,1,1595146067
C1.19,030,055,022,1253,1,1595220114
C1.19,049,125,035,1257,0,1595041178
C1.19,117,134,050,0462,1,1595241915
C1.19,018,110,123,0048,1,1595164886
C1.19,020,130,103,0755,1,1595043119
C1.19,021,024,144,0191,0,1595094452
C1.19,138,145,124,0586,0,1595132848
C1.19,043,043,133,1360,0,1595163729
C1.19,025,129,107,0593,1,1595174645
C1.19,099,085,080,0033,1,1595068715
C1.19,054,142,003,0820,0,1595172019
C1.19,081,057,000,0827,1,1595167486
C1.19,000,052,145,1329,1,1595101704
C1.19,047,019,064,0494,0,1595086563
C1.19,149,086,022,0212,0,1595156531
C1.19,091,135,089,1418,0,1595271431
C1.19,008,057,136,0685,1,1595175029
C1.19,123,137,106,0945,0,1595121297
C1.19,001,095,077,0051,0,1595064610
C1.19,099,081,136,0623,1,1595275757
C1.19,112,127,011,0969,0,1595049692
C1.19,014,009,086,0536,0,1595152300
C1.19,085,105,021,0714,1,1595237528
C1.19,024,142,100,0282,1,1595260607
C1.19,090,118,049,0658,1,1595077748
C1.19,087,085,060,0548,0,1595232266
C1.19,008,139,118,0037,0,1595042167
C1.19,126,087,125,0959,1,1595223935
C1.19,141,130,011,0732,1,1595229400
C1.19,136,062,092,1214,0,1595273067
C1.19,062,002,116,1149,0,1595125198
C1.19,029,103,018,0749,0,1595170219
C1.19,123,055,042,1474,1,1595044524
C1.19,030,016,088,0528,1,1595267726
C1.19,074,120,063,0619,0,1595083094
C1.19,141,058,037,0495,1,1595224063
C1.19,121,011,134,0127,1,1595142090
C1.19,030,065,086,0336,1,1595121654
C1.19,032,127,051,1399,1,1595284249
C1.19,122,080,092,1342,1,1595200551
C1.19,033,096,149,1500,1,1595224737
C1.19,053,016,089,0562,1,1595272609
C1.19,034,133,080,1243,1,1595189044
C1.19,128,040,057,0493,1,1595046062
C1.19,021,017,029,1146,0,1595055630
C1.19,106,095,084,0379,0,1595121053
C1.19,020,038,012,0390,1,1595277552
C1.19,138,078,106,0211,0,1595228993
C1.19,037,103,149,1354,0,1595151357
C1.19,125,084,110,1312,1,1595242122
C1.19,051,119,003,1424,1,1595233926
C1.19,048,073,012,0492,1,1595251428
C1.19,098,046,074,0383,0,1595110308
C1.19,099,026,043,0787,0,1595237606
C1.19,060,149,116,0778,0,1595076927
C1.19,012,090,120,1314,0,1595158690
C1.19,030,108,137,0512,0,1595195566
C1.19,046,092,131,1368,1,1595153297
C1.19,023,140,149,1323,0,1595054730
C1.19,005,130,002,0587,0,1595245293
C1.19,011,070,117,0770,0,1595125830
C1.19,084,077,121,1080,0,1595150285
C1.19,121,030,071,0478,0,1595043414
C1.19,143,110,068,0181,1,1595130658
C1.19,004,076,139,0685,1,1595267825
C1.19,057,001,107,1029,0,1595282965
C1.19,103,144,009,0968,1,1595112880
C1.19,017,006,129,0238,0,1595181117
C1.19,038,049,099,1447,0,1595142322
C1.19,132,082,037,0177,0,1595249243
C1.19,012,001,100,0413,0,1595225096
C1.19,010,014,079,0709,0,1595033880
C1.19,063,075,082,1239,0,1595084282
C1.19,101,144,128,0856,0,1595173311
C1.19,057,072,134,0713,0,1595089163
C1.19,014,142,012,0649,0,1595222624
C1.19,036,001,028,1468,0,1595038915
C1.19,106,108,075,1320,0,1595220691
C1.19,119,096,125,0474,1,1595231501
C1.19,001,099,006,0884,1,1595169459
C1.19,056,084,051,0382,0,1595086941
C1.19,111,065,039,0556,0,1595069522
C1.19,000,075,100,0966,0,1595062542
C1.19,034,026,038,1316,1,1595099643
C1.19,092,138,075,1462,0,1595246207
C1.19,130,147,087,1343,0,1595146743
C1.19,132,061,083,0649,0,1595273617
C1.19,011,133,044,1111,1,1595278398
C1.19,009,040,129,0648,1,1595065239
C1.19,028,147,025,1235,1,1595173926
C1.19,031,098,054,1155,1,1595111337
C1.19,046,051,065,0776,0,1595251045
C1.19,125,061,122,0579,1,1595248058
C1.19,014,116,084,1049,0,1595201058
C1.19,125,026,015,0413,0,1595248934
C1.19,050,146,149,0715,0,1595223312
C1.19,010,150,045,0012,0,1595090742
C1.19,016,102,131,0514,1,1595262455
C1.19,085,005,148,0184,0,1595155705
C1.19,125,007,117,1414,1,1595229602
C1.19,060,059,103,0013,1,1595081751
C1.19,147,058,050,0656,1,1595031141
C1.19,102,107,073,1280,1,1595273565
C1.19,107,060,062,0759,0,1595146889
C1.19,023,030,020,0015,0,1595263835
C1.19,136,023,058,0781,1,1595260967
C1.19,137,063,074,1239,1,1595203314
C1.19,064,116,108,0766,0,1595267944
C1.19,115,096,031,0540,0,1595242046
C1.19,076,139,127,1343,0,1595038886
C1.19,017,068,003,0348,1,1595259338
C1.19,061,145,051,0118,0,1595178859
C1.19,040,066,036,0496,1,1595062623
C1.19,097,101,128,1152,1,1595198526
C1.19,041,132,015,0919,0,1595155627
C1.19,150,124,099,1005,1,1595102219
C1.19,108,141,019,0662,1,1595062675
C1.19,125,029,114,0643,0,1595068635
C1.19,063,044,099,1292,0,1595176047
C1.19,071,103,071,1419,0,1595088186
C1.19,018,105,024,1140,1,1595067114
C1.19,098,115,030,0592,0,1595032224
C1.19,041,103,042,1189,1,1595164344
C1.19,060,001,065,0436,0,1595049973
C1.19,091,053,067,0123,0,1595162935
C1.19,042,034,134,0925,1,1595134770
C1.19,145,109,074,0077,1,1595149706
C1.19,115,080,010,0412,1,1595234963
C1.19,090,084,130,0009,0,1595092117
C1.19,086,076,009,0508,0,1595203510
C1.19,131,092,081,0113,1,1595039867
C1.19,065,024,110,0980,0,1595079843
C1.19,092,036,035,0184,0,1595282231
C1.19,141,125,027,0273,0,1595071522
C1.19,086,079,036,0222,0,1595177147
C1.19,105,100,069,1386,1,1595182881
C1.19,109,021,081,1045,0,1595165990
C1.19,062,039,083,0916,0,1595068354
C1.19,110,118,093,1481,1,1595199542
C1.19,025,069,085,0689,1,1595082865
C1.19,002,086,041,1187,1,1595180862
C1.19,057,092,135,0186,0,1595180429
C1.19,071,102,092,1132,1,1595169569
C1.19,125,024,071,0655,0,1595157670
C1.19,110,009,034,0081,1,1595214342
C1.19,106,010,142,0262,1,1595032096
C1.19,023,137,005,1267,0,1595276478
C1.19,139,144,058,0961,0,1595071411
C1.19,018,081,041,0172,0,1595059253
C1.19,043,053,076,1245,0,1595209112
C1.19,118,096,100,0345,1,1595170294
C1.19,073,067,035,1043,1,1595078602
C1.19,123,116,054,0101,0,1595186604
C1.19,141,136,031,1081,1,1595128119
C1.19,109,093,088,0488,0,1595143071
C1.19,071,003,141,1370,1,1595059599
C1.19,065,028,055,1377,1,1595056198
C1.19,138,036,004,1178,1,1595103917
C1.19,142,132,115,0287,0,1595184959
C1.19,067,084,112,1222,0,1595276664
C1.19,018,030,101,1361,1,1595253718
C1.19,111,067,121,1328,0,1595214559
C1.19,137,017,001,0040,0,1595078627
C1.19,014,063,149,1354,0,1595061336
C1.19,122,030,103,0087,1,1595072943
C1.19,002,136,147,0744,0,1595121153
C1.19,050,087,129,1259,1,1595138717
C1.19,018,066,116,0363,1,1595185131
C1.19,142,128,006,0077,1,1595192120
C1.19,037,125,113,0417,0,1595256276
C1.19,042,124,001,0104,1,1595240133
C1.19,014,134,062,0158,1,1595047803
C1.19,101,029,057,0832,0,1595263235
C1.19,148,082,129,0301,0,1595181049
C1.19,040,092,088,0527,0,1595119253
C1.19,020,120,147,1254,1,1595092218
C1.19,034,084,084,0945,1,1595165741
C1.19,051,056,148,0063,0,1595154320
C1.19,106,139,018,0982,0,1595204833
C1.19,066,137,000,1037,0,1595269711
C1.19,134,082,005,0257,1,1595219167
C1.19,062,148,042,1479,1,1595192751
C1.19,038,101,036,0839,0,1595124388
C1.19,095,133,122,1218,0,1595135788
C1.19,086,065,100,1314,1,1595086607
C1.19,041,052,102,0216,0,1595114254
C1.19,121,050,017,0644,0,1595281927
C1.19,052,041,059,1019,0,1595208877
C1.19,083,040,086,0713,0,1595237733
C1.19,107,091,046,1333,1,1595107651
C1.19,027,117,085,1253,0,1595262085
C1.19,118,007,035,0225,1,1595063069
C1.19,120,095,131,0716,0,1595111724
C1.19,126,102,055,1484,0,1595076807
C1.19,127,088,146,0857,1,1595178235
C1.19,083,000,032,0778,0,1595060016
C1.19,149,020,063,0102,1,1595107674
C1.19,144,091,015,0815,0,1595171594
C1.19,057,126,014,0294,1,1595255901
C1.19,082,007,144,0590,0,1595132126
C1.19,006,018,014,0686,1,1595103842
C1.19,087,071,003,0950,0,1595174055
C1.19,039,106,118,1256,1,1595045414
C1.19,150,071,067,0375,1,1595197487
C1.19,053,132,128,1475,1,1595133678
C1.19,128,085,005,1228,0,1595121761
C1.19,107,131,117,1497,1,1595153896
C1.19,052,056,122,1254,1,1595122658
C1.19,071,034,117,1052,0,1595031043
C1.19,107,147,065,0970,1,1595136987
C1.19,044,043,150,0543,0,1595093583
C1.19,142,015,069,0207,0,1595151291
C1.19,105,129,095,1025,1,1595260756
C1.19,025,044,005,0261,1,1595187489
C1.19,064,095,105,0431,1,1595141200
C1.19,121,045,004,0296,1,1595103251
C1.19,075,077,062,1046,1,1595236490
C1.19,036,122,139,1131,1,1595062978
C1.19,097,149,002,0790,1,1595061625
C1.19,028,096,074,0677,1,1595124191
C1.19,054,009,075,0156,1,1595211350
C1.19,033,071,148,0400,0,1595049893
C1.19,078,014,124,0442,1,1595207017
C1.19,103,062,065,0080,1,1595033481
C1.19,116,107,001,0122,1,1595111750
C1.19,127,148,021,0461,0,1595122659
C1.19,114,145,138,0274,1,1595063335
C1.19,005,052,015,1191,0,1595202240
